"ID","Name","Owner","People","Open deals","Organization created","Update time","Visible to","Next activity date","Last activity date","Won deals","Lost deals","Closed deals","Total activities","Done activities","Activities to do","Email messages count","Profile picture","Address","Latitude of Address","Longitude of Address","Apartment/suite no of Address","House number of Address","Street/road name of Address","District/sublocality of Address","City/town/village/locality of Address","State/county of Address","Region of Address","Country of Address","ZIP/Postal code of Address","Full/combined address of Address","Label","Labels","Website","LinkedIn profile","Industry","Annual revenue","Number of employees","Doors"
"1256","Dependable Real Estate Investments","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1257","Adwyce","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1258","Unisource NTC","Bill Douglas","3","0","2017-01-03 19:48:30","2020-05-21 18:49:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1259","Allied Electronics","Bill Douglas","5","0","2017-01-03 19:48:30","2020-05-21 18:49:50","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1260","PrincetonOne","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1261","TianoDesign","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:31","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1262","Prevent Blindness Oklahoma","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:18","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1263","Indi RPO","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1264","Chubb Edwards","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1265","Ultopia Energy Ltd","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:50:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1266","Knowledge Factor","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:48:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1267","Clarify Solution Selling","Bill Douglas","3","0","2017-01-03 19:48:30","2020-05-21 18:50:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1268","Shinsei Bank","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1269","Palazzo, Inc.","Bill Douglas","2","0","2017-01-03 19:48:30","2024-10-04 21:02:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1270","Task Performance Group Inc (EDI SaaS)","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1271","Kinko's","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1272","JPMorgan Chase","Bill Douglas","2","0","2017-01-03 19:48:30","2020-05-21 18:49:43","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1273","Umpqua Bank","Bill Douglas","1","0","2017-01-03 19:48:30","2017-01-03 19:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1274","www.7kovernover.com/olanrewaju","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:47:07","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1275","Paxus","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1276","Amiqus","Bill Douglas","1","0","2017-01-03 19:48:31","2017-01-03 19:48:57","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1277","CFM Investments, llc","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1278","Spring Technology","Bill Douglas","4","0","2017-01-03 19:48:31","2020-05-21 18:49:48","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1279","Adva Optical","Bill Douglas","1","0","2017-01-03 19:48:31","2023-04-01 15:48:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1280","Realty Pro & TEP Producers, Inc","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1281","EDUCO","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1282","Spartan Design","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:50:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1283","Invenia Resourcing Ltd","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1284","Finnveden Bulten AB","Bill Douglas","2","0","2017-01-03 19:48:31","2023-12-08 09:28:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1285","Intel Corporation","Bill Douglas","1","0","2017-01-03 19:48:31","2020-10-05 13:32:49","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1286","EIMS","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1287","Hunter Technical Resources","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:24","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1288","WAVE (World Association of Visioneers and Entreprenologists","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1289","Airgas Industrial","Bill Douglas","1","0","2017-01-03 19:48:31","2017-01-03 19:48:41","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1290","EDI-Soft Romania","Bill Douglas","1","0","2017-01-03 19:48:31","2017-01-03 19:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1291","Travelers Insurance","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1292","Revelation Dance Theatre of Atlanta","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1293","Yodle","Bill Douglas","3","0","2017-01-03 19:48:31","2020-05-21 18:50:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1294","Jobalized.com","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1295","FiftyON East","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1296","First Hill Partners, LLC","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","10","","","","","","","","","","","","","","","","","","","","","",""
"1297","Western States","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:49","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1298","Panasonic Computer Solutions Company","Bill Douglas","3","0","2017-01-03 19:48:31","2020-05-21 18:50:02","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1299","Bourntec Solutions, Inc.","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1300","The Options Industry Council","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1301","Hewlett Packard Company","Bill Douglas","1","0","2017-01-03 19:48:31","2017-01-03 19:49:03","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1302","MitchellFrom.com","Bill Douglas","2","0","2017-01-03 19:48:31","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1303","Sai People Solutions","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1304","High-Caliber IT","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:48:51","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1305","Canadian Food Inspection Agency","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1306","Xerox Corp","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1307","Monster Commerce","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:50:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1308","SAP FI/CO Consultant","Bill Douglas","1","0","2017-01-03 19:48:32","2020-05-21 18:49:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1309","Professional Sales Coach","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1310","Heckers Development Group, LTD.","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1311","Toucan Search Selection","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1312","Hammonds Candies","Bill Douglas","2","0","2017-01-03 19:48:32","2023-12-08 09:28:46","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"1313","Euro RSCG 4D (Digital)","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1314","Tieturi Oy","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1315","GraspIT","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1316","ITMC","Bill Douglas","2","0","2017-01-03 19:48:32","2025-06-24 12:49:54","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"1317","Scientific Search","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:48:42","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1318","Tell/Com recruiters","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1319","KEI Capital LLC","Bill Douglas","2","0","2017-01-03 19:48:32","2020-05-21 18:49:30","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1320","Frontier Airlines","Bill Douglas","2","0","2017-01-03 19:48:33","2020-05-21 18:50:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1321","YMCA","Bill Douglas","2","0","2017-01-03 19:48:33","2020-05-21 18:50:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1322","Robson Taylor","Bill Douglas","2","0","2017-01-03 19:48:33","2020-05-21 18:50:28","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1323","Advantage Consortium","Bill Douglas","1","0","2017-01-03 19:48:33","2017-01-03 19:48:53","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1324","EXFil Excellence in Filtration","Bill Douglas","2","0","2017-01-03 19:48:33","2020-05-21 18:49:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1325","The Mead Consulting Group, Inc.","Bill Douglas","2","0","2017-01-03 19:48:33","2025-06-23 20:01:42","All users","","","0","0","0","0","0","0","59","","","","","","","","","","","","","","","","","","","","","",""
"1326","Indian Customs","Bill Douglas","2","0","2017-01-03 19:48:33","2020-05-21 18:49:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1327","IdealAngle","Bill Douglas","2","0","2017-01-03 19:48:33","2020-05-21 18:49:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
